"Subject"	"Condition"	"Electrode"	"meanAmp_factor"	"Race"	"Gender"	"Fix"
8	"WME"	"CZ"	2.05238302325581	"White"	"male"	"eyes"
8	"WMF"	"CZ"	1.56526229534884	"White"	"male"	"fore"
9	"BFE"	"CZ"	6.30739627906977	"Black"	"female"	"eyes"
9	"BFF"	"CZ"	5.08817686046512	"Black"	"female"	"fore"
9	"BME"	"CZ"	5.47313193023256	"Black"	"male"	"eyes"
9	"BMF"	"CZ"	3.80961262790698	"Black"	"male"	"fore"
9	"WFE"	"CZ"	6.35258630232558	"White"	"female"	"eyes"
9	"WFF"	"CZ"	1.13130282790698	"White"	"female"	"fore"
9	"WME"	"CZ"	4.68117827906977	"White"	"male"	"eyes"
9	"WMF"	"CZ"	5.33070979069767	"White"	"male"	"fore"
10	"BFE"	"CZ"	1.69662391860465	"Black"	"female"	"eyes"
10	"BFF"	"CZ"	3.55614620930233	"Black"	"female"	"fore"
10	"BME"	"CZ"	1.33747660232558	"Black"	"male"	"eyes"
10	"BMF"	"CZ"	1.81679505116279	"Black"	"male"	"fore"
10	"WFE"	"CZ"	1.76823106976744	"White"	"female"	"eyes"
10	"WFF"	"CZ"	-0.469433497674419	"White"	"female"	"fore"
10	"WME"	"CZ"	1.02078899767442	"White"	"male"	"eyes"
10	"WMF"	"CZ"	1.01443315348837	"White"	"male"	"fore"
11	"BFE"	"CZ"	2.16473548837209	"Black"	"female"	"eyes"
11	"BFF"	"CZ"	0.915584506976744	"Black"	"female"	"fore"
11	"BME"	"CZ"	1.60849745116279	"Black"	"male"	"eyes"
11	"BMF"	"CZ"	3.55819590697674	"Black"	"male"	"fore"
11	"WFE"	"CZ"	1.98749035348837	"White"	"female"	"eyes"
11	"WFF"	"CZ"	0.979346146511628	"White"	"female"	"fore"
11	"WME"	"CZ"	1.17154230930233	"White"	"male"	"eyes"
11	"WMF"	"CZ"	1.26945236511628	"White"	"male"	"fore"
12	"BFE"	"CZ"	5.08642397674419	"Black"	"female"	"eyes"
12	"BFF"	"CZ"	8.01864534883721	"Black"	"female"	"fore"
12	"BME"	"CZ"	6.58342723255814	"Black"	"male"	"eyes"
12	"BMF"	"CZ"	5.79165872093023	"Black"	"male"	"fore"
12	"WFE"	"CZ"	3.78267211627907	"White"	"female"	"eyes"
12	"WFF"	"CZ"	5.25468920930233	"White"	"female"	"fore"
12	"WME"	"CZ"	6.60808590697674	"White"	"male"	"eyes"
12	"WMF"	"CZ"	5.00320688372093	"White"	"male"	"fore"
13	"BFE"	"CZ"	6.5832906744186	"Black"	"female"	"eyes"
13	"BFF"	"CZ"	4.86257855813953	"Black"	"female"	"fore"
13	"BME"	"CZ"	5.12787702325581	"Black"	"male"	"eyes"
13	"BMF"	"CZ"	5.98239590697674	"Black"	"male"	"fore"
13	"WFE"	"CZ"	-1.53783249534884	"White"	"female"	"eyes"
13	"WFF"	"CZ"	3.05192434883721	"White"	"female"	"fore"
13	"WME"	"CZ"	3.00150353488372	"White"	"male"	"eyes"
13	"WMF"	"CZ"	3.96878004651163	"White"	"male"	"fore"
14	"BFE"	"CZ"	4.91530097674419	"Black"	"female"	"eyes"
14	"BFF"	"CZ"	3.64256018604651	"Black"	"female"	"fore"
14	"BME"	"CZ"	4.87579390697674	"Black"	"male"	"eyes"
14	"BMF"	"CZ"	3.56257302325581	"Black"	"male"	"fore"
14	"WFE"	"CZ"	2.040255	"White"	"female"	"eyes"
14	"WFF"	"CZ"	3.82943153488372	"White"	"female"	"fore"
14	"WME"	"CZ"	4.27102697674419	"White"	"male"	"eyes"
14	"WMF"	"CZ"	2.59570706976744	"White"	"male"	"fore"
16	"BFE"	"CZ"	3.34998209302326	"Black"	"female"	"eyes"
16	"BFF"	"CZ"	4.33593544186047	"Black"	"female"	"fore"
16	"BME"	"CZ"	4.00433988372093	"Black"	"male"	"eyes"
16	"BMF"	"CZ"	2.32660202325581	"Black"	"male"	"fore"
16	"WFE"	"CZ"	2.30667004651163	"White"	"female"	"eyes"
16	"WFF"	"CZ"	2.08275544186047	"White"	"female"	"fore"
16	"WME"	"CZ"	1.37099374418605	"White"	"male"	"eyes"
16	"WMF"	"CZ"	-0.414450509302326	"White"	"male"	"fore"
17	"BFE"	"CZ"	2.0900358372093	"Black"	"female"	"eyes"
17	"BFF"	"CZ"	0.448271748837209	"Black"	"female"	"fore"
17	"BME"	"CZ"	-1.5118898	"Black"	"male"	"eyes"
17	"BMF"	"CZ"	0.320353406976744	"Black"	"male"	"fore"
17	"WFE"	"CZ"	1.18302644186047	"White"	"female"	"eyes"
17	"WFF"	"CZ"	0.378388095348837	"White"	"female"	"fore"
17	"WME"	"CZ"	0.413838834883721	"White"	"male"	"eyes"
17	"WMF"	"CZ"	2.27828086046512	"White"	"male"	"fore"
20	"BFE"	"CZ"	6.03504925581395	"Black"	"female"	"eyes"
20	"BFF"	"CZ"	3.67221609302326	"Black"	"female"	"fore"
20	"BME"	"CZ"	4.11747620930233	"Black"	"male"	"eyes"
20	"BMF"	"CZ"	3.16292397674419	"Black"	"male"	"fore"
20	"WFE"	"CZ"	1.97576926744186	"White"	"female"	"eyes"
20	"WFF"	"CZ"	1.64376522790698	"White"	"female"	"fore"
20	"WME"	"CZ"	2.89479218604651	"White"	"male"	"eyes"
20	"WMF"	"CZ"	2.54719569767442	"White"	"male"	"fore"
21	"BFE"	"CZ"	5.7961828372093	"Black"	"female"	"eyes"
21	"BFF"	"CZ"	3.03597223255814	"Black"	"female"	"fore"
21	"BME"	"CZ"	5.18278009302326	"Black"	"male"	"eyes"
21	"BMF"	"CZ"	2.66783102325581	"Black"	"male"	"fore"
21	"WFE"	"CZ"	4.68964153488372	"White"	"female"	"eyes"
21	"WFF"	"CZ"	4.4061181627907	"White"	"female"	"fore"
21	"WME"	"CZ"	3.54562651162791	"White"	"male"	"eyes"
21	"WMF"	"CZ"	5.67265944186047	"White"	"male"	"fore"
22	"BFE"	"CZ"	2.92129097674419	"Black"	"female"	"eyes"
22	"BFF"	"CZ"	1.98713602093023	"Black"	"female"	"fore"
22	"BME"	"CZ"	0.776949351162791	"Black"	"male"	"eyes"
22	"BMF"	"CZ"	1.65919320930233	"Black"	"male"	"fore"
22	"WFE"	"CZ"	1.75753965581395	"White"	"female"	"eyes"
22	"WFF"	"CZ"	2.03894151162791	"White"	"female"	"fore"
22	"WME"	"CZ"	1.8474847744186	"White"	"male"	"eyes"
22	"WMF"	"CZ"	1.33008808604651	"White"	"male"	"fore"
23	"BFE"	"CZ"	5.37300837209302	"Black"	"female"	"eyes"
23	"BFF"	"CZ"	3.32269290697674	"Black"	"female"	"fore"
23	"BME"	"CZ"	4.46072353488372	"Black"	"male"	"eyes"
23	"BMF"	"CZ"	2.53662630232558	"Black"	"male"	"fore"
23	"WFE"	"CZ"	3.14571555813954	"White"	"female"	"eyes"
23	"WFF"	"CZ"	2.64956030232558	"White"	"female"	"fore"
23	"WME"	"CZ"	2.92618795348837	"White"	"male"	"eyes"
23	"WMF"	"CZ"	3.96886076744186	"White"	"male"	"fore"
24	"BFE"	"CZ"	4.93365497674419	"Black"	"female"	"eyes"
24	"BFF"	"CZ"	3.24573237209302	"Black"	"female"	"fore"
24	"BME"	"CZ"	3.21656539534884	"Black"	"male"	"eyes"
24	"BMF"	"CZ"	1.5920035	"Black"	"male"	"fore"
24	"WFE"	"CZ"	2.71170965116279	"White"	"female"	"eyes"
24	"WFF"	"CZ"	2.41978609302326	"White"	"female"	"fore"
24	"WME"	"CZ"	5.02505476744186	"White"	"male"	"eyes"
24	"WMF"	"CZ"	1.86152154418605	"White"	"male"	"fore"
25	"BFE"	"CZ"	2.22297097674419	"Black"	"female"	"eyes"
25	"BFF"	"CZ"	2.73230130232558	"Black"	"female"	"fore"
25	"BME"	"CZ"	6.27283918604651	"Black"	"male"	"eyes"
25	"BMF"	"CZ"	2.79157637209302	"Black"	"male"	"fore"
25	"WFE"	"CZ"	2.10356506976744	"White"	"female"	"eyes"
25	"WFF"	"CZ"	2.86666260465116	"White"	"female"	"fore"
25	"WME"	"CZ"	3.57290546511628	"White"	"male"	"eyes"
25	"WMF"	"CZ"	4.00508862790698	"White"	"male"	"fore"
26	"BFE"	"CZ"	1.37294370465116	"Black"	"female"	"eyes"
26	"BFF"	"CZ"	1.23580119069767	"Black"	"female"	"fore"
26	"BME"	"CZ"	-0.264583060465116	"Black"	"male"	"eyes"
26	"BMF"	"CZ"	1.75666340697674	"Black"	"male"	"fore"
26	"WFE"	"CZ"	0.214856369767442	"White"	"female"	"eyes"
26	"WFF"	"CZ"	-0.946670720930233	"White"	"female"	"fore"
26	"WME"	"CZ"	2.52755753488372	"White"	"male"	"eyes"
26	"WMF"	"CZ"	0.888983193023256	"White"	"male"	"fore"
27	"BFE"	"CZ"	8.32847855813954	"Black"	"female"	"eyes"
27	"BFF"	"CZ"	4.7712613255814	"Black"	"female"	"fore"
27	"BME"	"CZ"	5.70687620930233	"Black"	"male"	"eyes"
27	"BMF"	"CZ"	3.91406053488372	"Black"	"male"	"fore"
27	"WFE"	"CZ"	6.06670041860465	"White"	"female"	"eyes"
27	"WFF"	"CZ"	4.57054779069767	"White"	"female"	"fore"
27	"WME"	"CZ"	6.10056481395349	"White"	"male"	"eyes"
27	"WMF"	"CZ"	8.12961693023256	"White"	"male"	"fore"
28	"BFE"	"CZ"	0.939461486046512	"Black"	"female"	"eyes"
28	"BFF"	"CZ"	1.95173019069767	"Black"	"female"	"fore"
28	"BME"	"CZ"	2.43887253488372	"Black"	"male"	"eyes"
28	"BMF"	"CZ"	2.17152888372093	"Black"	"male"	"fore"
28	"WFE"	"CZ"	0.102424708604651	"White"	"female"	"eyes"
28	"WFF"	"CZ"	1.81092682325581	"White"	"female"	"fore"
28	"WME"	"CZ"	0.811109813953488	"White"	"male"	"eyes"
28	"WMF"	"CZ"	0.102079039302326	"White"	"male"	"fore"
29	"BFE"	"CZ"	1.95770201162791	"Black"	"female"	"eyes"
29	"BFF"	"CZ"	2.0721213255814	"Black"	"female"	"fore"
29	"BME"	"CZ"	1.68207662790698	"Black"	"male"	"eyes"
29	"BMF"	"CZ"	1.67586876511628	"Black"	"male"	"fore"
29	"WFE"	"CZ"	2.5867621627907	"White"	"female"	"eyes"
29	"WFF"	"CZ"	1.12354119302326	"White"	"female"	"fore"
29	"WME"	"CZ"	0.799616495348837	"White"	"male"	"eyes"
29	"WMF"	"CZ"	0.482761653488372	"White"	"male"	"fore"
30	"BFE"	"CZ"	-2.16395490697674	"Black"	"female"	"eyes"
30	"BFF"	"CZ"	-1.78120905348837	"Black"	"female"	"fore"
30	"BME"	"CZ"	-2.07492611627907	"Black"	"male"	"eyes"
30	"BMF"	"CZ"	-1.93135913255814	"Black"	"male"	"fore"
30	"WFE"	"CZ"	-2.31320197674419	"White"	"female"	"eyes"
30	"WFF"	"CZ"	-1.39604156511628	"White"	"female"	"fore"
30	"WME"	"CZ"	-2.58365704651163	"White"	"male"	"eyes"
30	"WMF"	"CZ"	-1.07880834883721	"White"	"male"	"fore"
31	"BFE"	"CZ"	3.42895441860465	"Black"	"female"	"eyes"
31	"BFF"	"CZ"	5.37618153488372	"Black"	"female"	"fore"
31	"BME"	"CZ"	3.19578165116279	"Black"	"male"	"eyes"
31	"BMF"	"CZ"	4.38779746511628	"Black"	"male"	"fore"
31	"WFE"	"CZ"	3.4585703255814	"White"	"female"	"eyes"
31	"WFF"	"CZ"	3.92087648837209	"White"	"female"	"fore"
31	"WME"	"CZ"	3.41513618604651	"White"	"male"	"eyes"
31	"WMF"	"CZ"	5.05256702325581	"White"	"male"	"fore"
32	"BFE"	"CZ"	1.9558389255814	"Black"	"female"	"eyes"
32	"BFF"	"CZ"	4.31921409302326	"Black"	"female"	"fore"
32	"BME"	"CZ"	3.76759504651163	"Black"	"male"	"eyes"
32	"BMF"	"CZ"	1.37886494883721	"Black"	"male"	"fore"
32	"WFE"	"CZ"	-1.25541182790698	"White"	"female"	"eyes"
32	"WFF"	"CZ"	0.62507128372093	"White"	"female"	"fore"
32	"WME"	"CZ"	-1.03384302093023	"White"	"male"	"eyes"
32	"WMF"	"CZ"	0.745775969767442	"White"	"male"	"fore"
33	"BFE"	"CZ"	-1.17251182325581	"Black"	"female"	"eyes"
33	"BFF"	"CZ"	0.985584469767442	"Black"	"female"	"fore"
33	"BME"	"CZ"	0.883429486046512	"Black"	"male"	"eyes"
33	"BMF"	"CZ"	-1.11181880465116	"Black"	"male"	"fore"
33	"WFE"	"CZ"	-0.153053113023256	"White"	"female"	"eyes"
33	"WFF"	"CZ"	-1.85363843488372	"White"	"female"	"fore"
33	"WME"	"CZ"	0.128770015813953	"White"	"male"	"eyes"
33	"WMF"	"CZ"	-1.1095985744186	"White"	"male"	"fore"
35	"BFE"	"CZ"	4.83385330232558	"Black"	"female"	"eyes"
35	"BFF"	"CZ"	2.95121111627907	"Black"	"female"	"fore"
35	"BME"	"CZ"	2.86813825581395	"Black"	"male"	"eyes"
35	"BMF"	"CZ"	4.08060309302326	"Black"	"male"	"fore"
35	"WFE"	"CZ"	4.04812476744186	"White"	"female"	"eyes"
35	"WFF"	"CZ"	2.54465793023256	"White"	"female"	"fore"
35	"WME"	"CZ"	3.99996765116279	"White"	"male"	"eyes"
35	"WMF"	"CZ"	3.60511186046512	"White"	"male"	"fore"
36	"BFE"	"CZ"	2.65687306976744	"Black"	"female"	"eyes"
36	"BFF"	"CZ"	2.62539927906977	"Black"	"female"	"fore"
36	"BME"	"CZ"	4.05890288372093	"Black"	"male"	"eyes"
36	"BMF"	"CZ"	2.17841441860465	"Black"	"male"	"fore"
36	"WFE"	"CZ"	3.15672255813953	"White"	"female"	"eyes"
36	"WFF"	"CZ"	2.58103455813953	"White"	"female"	"fore"
36	"WME"	"CZ"	-0.0942128106976744	"White"	"male"	"eyes"
36	"WMF"	"CZ"	2.3724936744186	"White"	"male"	"fore"
37	"BFE"	"CZ"	4.10492472093023	"Black"	"female"	"eyes"
37	"BFF"	"CZ"	3.16893906976744	"Black"	"female"	"fore"
37	"BME"	"CZ"	3.38495365116279	"Black"	"male"	"eyes"
37	"BMF"	"CZ"	3.13312686046512	"Black"	"male"	"fore"
37	"WFE"	"CZ"	3.76227009302326	"White"	"female"	"eyes"
37	"WFF"	"CZ"	3.16342034883721	"White"	"female"	"fore"
37	"WME"	"CZ"	3.06383337209302	"White"	"male"	"eyes"
37	"WMF"	"CZ"	3.02080513953488	"White"	"male"	"fore"
38	"BFE"	"CZ"	3.55219546511628	"Black"	"female"	"eyes"
38	"BFF"	"CZ"	4.96123046511628	"Black"	"female"	"fore"
38	"BME"	"CZ"	4.29797865116279	"Black"	"male"	"eyes"
38	"BMF"	"CZ"	4.41674209302326	"Black"	"male"	"fore"
38	"WFE"	"CZ"	6.084281	"White"	"female"	"eyes"
38	"WFF"	"CZ"	4.94738130232558	"White"	"female"	"fore"
38	"WME"	"CZ"	3.72834123255814	"White"	"male"	"eyes"
38	"WMF"	"CZ"	3.99154023255814	"White"	"male"	"fore"
39	"BFE"	"CZ"	2.51959409302326	"Black"	"female"	"eyes"
39	"BFF"	"CZ"	1.38936392093023	"Black"	"female"	"fore"
39	"BME"	"CZ"	2.20722311627907	"Black"	"male"	"eyes"
39	"BMF"	"CZ"	2.06330627906977	"Black"	"male"	"fore"
39	"WFE"	"CZ"	2.37985765116279	"White"	"female"	"eyes"
39	"WFF"	"CZ"	3.28446886046512	"White"	"female"	"fore"
39	"WME"	"CZ"	2.12347006976744	"White"	"male"	"eyes"
39	"WMF"	"CZ"	2.97813206976744	"White"	"male"	"fore"
40	"BFE"	"CZ"	3.37010918604651	"Black"	"female"	"eyes"
40	"BFF"	"CZ"	2.65289846511628	"Black"	"female"	"fore"
40	"BME"	"CZ"	3.48793293023256	"Black"	"male"	"eyes"
40	"BMF"	"CZ"	3.15926697674419	"Black"	"male"	"fore"
40	"WFE"	"CZ"	2.38499511627907	"White"	"female"	"eyes"
40	"WFF"	"CZ"	2.9690826744186	"White"	"female"	"fore"
40	"WME"	"CZ"	-0.691310918604651	"White"	"male"	"eyes"
40	"WMF"	"CZ"	1.99792219069767	"White"	"male"	"fore"
41	"BFE"	"CZ"	5.43138	"Black"	"female"	"eyes"
41	"BFF"	"CZ"	3.77368086046512	"Black"	"female"	"fore"
41	"BME"	"CZ"	2.37582458139535	"Black"	"male"	"eyes"
41	"BMF"	"CZ"	4.30936081395349	"Black"	"male"	"fore"
41	"WFE"	"CZ"	3.41718844186046	"White"	"female"	"eyes"
41	"WFF"	"CZ"	3.2870063255814	"White"	"female"	"fore"
41	"WME"	"CZ"	4.24671720930233	"White"	"male"	"eyes"
41	"WMF"	"CZ"	3.75413665116279	"White"	"male"	"fore"
42	"BFE"	"CZ"	0.903364060465116	"Black"	"female"	"eyes"
42	"BFF"	"CZ"	-1.82240905116279	"Black"	"female"	"fore"
42	"BME"	"CZ"	-0.0148225602325581	"Black"	"male"	"eyes"
42	"BMF"	"CZ"	-0.498815376744186	"Black"	"male"	"fore"
42	"WFE"	"CZ"	-2.84989848837209	"White"	"female"	"eyes"
42	"WFF"	"CZ"	-1.9726052627907	"White"	"female"	"fore"
42	"WME"	"CZ"	-1.60169851627907	"White"	"male"	"eyes"
42	"WMF"	"CZ"	-0.314847539534884	"White"	"male"	"fore"
43	"BFE"	"CZ"	6.46737804651163	"Black"	"female"	"eyes"
43	"BFF"	"CZ"	5.46439795348837	"Black"	"female"	"fore"
43	"BME"	"CZ"	5.60367320930233	"Black"	"male"	"eyes"
43	"BMF"	"CZ"	3.81109334883721	"Black"	"male"	"fore"
43	"WFE"	"CZ"	4.76425881395349	"White"	"female"	"eyes"
43	"WFF"	"CZ"	4.81486781395349	"White"	"female"	"fore"
43	"WME"	"CZ"	3.97479748837209	"White"	"male"	"eyes"
43	"WMF"	"CZ"	1.95855358837209	"White"	"male"	"fore"
44	"BFE"	"CZ"	0.146497256046512	"Black"	"female"	"eyes"
44	"BFF"	"CZ"	0.0540057339534884	"Black"	"female"	"fore"
44	"BME"	"CZ"	-1.78425012093023	"Black"	"male"	"eyes"
44	"BMF"	"CZ"	-0.638755346511628	"Black"	"male"	"fore"
44	"WFE"	"CZ"	-0.377077774418605	"White"	"female"	"eyes"
44	"WFF"	"CZ"	-0.787808793023256	"White"	"female"	"fore"
44	"WME"	"CZ"	0.120201056976744	"White"	"male"	"eyes"
44	"WMF"	"CZ"	-0.537920465116279	"White"	"male"	"fore"
45	"BFE"	"CZ"	-1.15175680930233	"Black"	"female"	"eyes"
45	"BFF"	"CZ"	0.956509906976744	"Black"	"female"	"fore"
45	"BME"	"CZ"	0.886882620930233	"Black"	"male"	"eyes"
45	"BMF"	"CZ"	0.0701311181395349	"Black"	"male"	"fore"
45	"WFE"	"CZ"	2.47111181395349	"White"	"female"	"eyes"
45	"WFF"	"CZ"	1.31202703953488	"White"	"female"	"fore"
45	"WME"	"CZ"	2.50254930232558	"White"	"male"	"eyes"
45	"WMF"	"CZ"	3.05417572093023	"White"	"male"	"fore"
46	"BFE"	"CZ"	-0.920037851162791	"Black"	"female"	"eyes"
46	"BFF"	"CZ"	-2.06678851162791	"Black"	"female"	"fore"
46	"BME"	"CZ"	-2.1451543255814	"Black"	"male"	"eyes"
46	"BMF"	"CZ"	-1.8681945627907	"Black"	"male"	"fore"
46	"WFE"	"CZ"	-4.20572539534884	"White"	"female"	"eyes"
46	"WFF"	"CZ"	-2.70432404651163	"White"	"female"	"fore"
46	"WME"	"CZ"	-1.40024789302326	"White"	"male"	"eyes"
46	"WMF"	"CZ"	-1.08366680930233	"White"	"male"	"fore"
47	"BFE"	"CZ"	0.20014896372093	"Black"	"female"	"eyes"
47	"BFF"	"CZ"	0.326527237209302	"Black"	"female"	"fore"
47	"BME"	"CZ"	-0.305986888372093	"Black"	"male"	"eyes"
47	"BMF"	"CZ"	0.547845597674419	"Black"	"male"	"fore"
47	"WFE"	"CZ"	-0.00187586046511628	"White"	"female"	"eyes"
47	"WFF"	"CZ"	-0.768088306976744	"White"	"female"	"fore"
47	"WME"	"CZ"	0.272653253488372	"White"	"male"	"eyes"
47	"WMF"	"CZ"	-0.432374939534884	"White"	"male"	"fore"
48	"BFE"	"CZ"	7.69491634883721	"Black"	"female"	"eyes"
48	"BFF"	"CZ"	8.92354709302326	"Black"	"female"	"fore"
48	"BME"	"CZ"	10.062592627907	"Black"	"male"	"eyes"
48	"BMF"	"CZ"	8.21771765116279	"Black"	"male"	"fore"
48	"WFE"	"CZ"	8.22155790697675	"White"	"female"	"eyes"
48	"WFF"	"CZ"	8.31336588372093	"White"	"female"	"fore"
48	"WME"	"CZ"	7.5150848372093	"White"	"male"	"eyes"
48	"WMF"	"CZ"	7.14766453488372	"White"	"male"	"fore"
49	"BFE"	"CZ"	2.84436369767442	"Black"	"female"	"eyes"
49	"BFF"	"CZ"	2.42373860465116	"Black"	"female"	"fore"
49	"BME"	"CZ"	2.43778002325581	"Black"	"male"	"eyes"
49	"BMF"	"CZ"	0.403897723255814	"Black"	"male"	"fore"
49	"WFE"	"CZ"	2.23182276744186	"White"	"female"	"eyes"
49	"WFF"	"CZ"	1.42927353023256	"White"	"female"	"fore"
49	"WME"	"CZ"	2.80796279069767	"White"	"male"	"eyes"
49	"WMF"	"CZ"	0.190072786511628	"White"	"male"	"fore"
51	"BFE"	"CZ"	7.3064693255814	"Black"	"female"	"eyes"
51	"BFF"	"CZ"	9.82855251162791	"Black"	"female"	"fore"
51	"BME"	"CZ"	7.57177479069767	"Black"	"male"	"eyes"
51	"BMF"	"CZ"	5.11356846511628	"Black"	"male"	"fore"
51	"WFE"	"CZ"	5.33854523255814	"White"	"female"	"eyes"
51	"WFF"	"CZ"	6.17251369767442	"White"	"female"	"fore"
51	"WME"	"CZ"	6.57157797674419	"White"	"male"	"eyes"
51	"WMF"	"CZ"	6.0168518372093	"White"	"male"	"fore"
52	"BFE"	"CZ"	2.85541206976744	"Black"	"female"	"eyes"
52	"BFF"	"CZ"	2.85592520930233	"Black"	"female"	"fore"
52	"BME"	"CZ"	3.09338018604651	"Black"	"male"	"eyes"
52	"BMF"	"CZ"	2.08624441860465	"Black"	"male"	"fore"
52	"WFE"	"CZ"	1.94144573023256	"White"	"female"	"eyes"
52	"WFF"	"CZ"	1.45636550930233	"White"	"female"	"fore"
52	"WME"	"CZ"	1.91379288604651	"White"	"male"	"eyes"
52	"WMF"	"CZ"	4.27739586046512	"White"	"male"	"fore"
53	"BFE"	"CZ"	2.57766893023256	"Black"	"female"	"eyes"
53	"BFF"	"CZ"	0.142364816046512	"Black"	"female"	"fore"
53	"BME"	"CZ"	0.412336613953488	"Black"	"male"	"eyes"
53	"BMF"	"CZ"	0.321879490697674	"Black"	"male"	"fore"
53	"WFE"	"CZ"	0.125653265116279	"White"	"female"	"eyes"
53	"WFF"	"CZ"	-0.434898330232558	"White"	"female"	"fore"
53	"WME"	"CZ"	2.43706344186047	"White"	"male"	"eyes"
53	"WMF"	"CZ"	0.120097485348837	"White"	"male"	"fore"
54	"BFE"	"CZ"	2.68073846511628	"Black"	"female"	"eyes"
54	"BFF"	"CZ"	3.00653265116279	"Black"	"female"	"fore"
54	"BME"	"CZ"	2.63664334883721	"Black"	"male"	"eyes"
54	"BMF"	"CZ"	3.11659627906977	"Black"	"male"	"fore"
54	"WFE"	"CZ"	2.60829139534884	"White"	"female"	"eyes"
54	"WFF"	"CZ"	2.13427530232558	"White"	"female"	"fore"
54	"WME"	"CZ"	3.20585265116279	"White"	"male"	"eyes"
54	"WMF"	"CZ"	2.5479336744186	"White"	"male"	"fore"
55	"BFE"	"CZ"	4.84485146511628	"Black"	"female"	"eyes"
55	"BFF"	"CZ"	4.76244474418605	"Black"	"female"	"fore"
55	"BME"	"CZ"	2.79675760465116	"Black"	"male"	"eyes"
55	"BMF"	"CZ"	4.85732246511628	"Black"	"male"	"fore"
55	"WFE"	"CZ"	4.80165969767442	"White"	"female"	"eyes"
55	"WFF"	"CZ"	5.32962144186047	"White"	"female"	"fore"
55	"WME"	"CZ"	6.35874097674419	"White"	"male"	"eyes"
55	"WMF"	"CZ"	5.34155653488372	"White"	"male"	"fore"
56	"BFE"	"CZ"	1.29433790232558	"Black"	"female"	"eyes"
56	"BFF"	"CZ"	1.53688706976744	"Black"	"female"	"fore"
56	"BME"	"CZ"	0.448559920930233	"Black"	"male"	"eyes"
