"Subject"	"Condition"	"Electrode"	"meanAmp_factor"	"Race"	"Gender"	"Fix"
35	"WMF"	"CPZ"	3.93145666666667	"White"	"male"	"fore"
36	"BFE"	"CPZ"	0.895936212121212	"Black"	"female"	"eyes"
36	"BFF"	"CPZ"	-0.0901373242424242	"Black"	"female"	"fore"
36	"BME"	"CPZ"	0.391180636363636	"Black"	"male"	"eyes"
36	"BMF"	"CPZ"	0.653201696969697	"Black"	"male"	"fore"
36	"WFE"	"CPZ"	1.70126127272727	"White"	"female"	"eyes"
36	"WFF"	"CPZ"	0.726448	"White"	"female"	"fore"
36	"WME"	"CPZ"	0.97892096969697	"White"	"male"	"eyes"
36	"WMF"	"CPZ"	1.76140448484848	"White"	"male"	"fore"
37	"BFE"	"CPZ"	4.21882545454545	"Black"	"female"	"eyes"
37	"BFF"	"CPZ"	4.19298181818182	"Black"	"female"	"fore"
37	"BME"	"CPZ"	6.2014	"Black"	"male"	"eyes"
37	"BMF"	"CPZ"	3.20273515151515	"Black"	"male"	"fore"
37	"WFE"	"CPZ"	4.10798636363636	"White"	"female"	"eyes"
37	"WFF"	"CPZ"	4.00365393939394	"White"	"female"	"fore"
37	"WME"	"CPZ"	5.88294424242424	"White"	"male"	"eyes"
37	"WMF"	"CPZ"	3.44148272727273	"White"	"male"	"fore"
38	"BFE"	"CPZ"	-3.04166151515152	"Black"	"female"	"eyes"
38	"BFF"	"CPZ"	-2.344324	"Black"	"female"	"fore"
38	"BME"	"CPZ"	-1.81890948484848	"Black"	"male"	"eyes"
38	"BMF"	"CPZ"	-2.88458696969697	"Black"	"male"	"fore"
38	"WFE"	"CPZ"	-2.17247727272727	"White"	"female"	"eyes"
38	"WFF"	"CPZ"	-2.02244560606061	"White"	"female"	"fore"
38	"WME"	"CPZ"	-1.38262324242424	"White"	"male"	"eyes"
38	"WMF"	"CPZ"	-3.12979545454545	"White"	"male"	"fore"
39	"BFE"	"CPZ"	-1.62608648484848	"Black"	"female"	"eyes"
39	"BFF"	"CPZ"	-2.19954936363636	"Black"	"female"	"fore"
39	"BME"	"CPZ"	-0.310104909090909	"Black"	"male"	"eyes"
39	"BMF"	"CPZ"	-1.05613666666667	"Black"	"male"	"fore"
39	"WFE"	"CPZ"	-0.485658181818182	"White"	"female"	"eyes"
39	"WFF"	"CPZ"	0.623670424242424	"White"	"female"	"fore"
39	"WME"	"CPZ"	-1.04268103030303	"White"	"male"	"eyes"
39	"WMF"	"CPZ"	0.846310515151515	"White"	"male"	"fore"
40	"BFE"	"CPZ"	2.14302024242424	"Black"	"female"	"eyes"
40	"BFF"	"CPZ"	1.14338690909091	"Black"	"female"	"fore"
40	"BME"	"CPZ"	0.290200121212121	"Black"	"male"	"eyes"
40	"BMF"	"CPZ"	1.6640643030303	"Black"	"male"	"fore"
40	"WFE"	"CPZ"	1.76021172727273	"White"	"female"	"eyes"
40	"WFF"	"CPZ"	2.16523084848485	"White"	"female"	"fore"
40	"WME"	"CPZ"	1.45622518181818	"White"	"male"	"eyes"
40	"WMF"	"CPZ"	3.18929666666667	"White"	"male"	"fore"
41	"BFE"	"CPZ"	1.43023754545455	"Black"	"female"	"eyes"
41	"BFF"	"CPZ"	0.844751484848485	"Black"	"female"	"fore"
41	"BME"	"CPZ"	2.19578996969697	"Black"	"male"	"eyes"
41	"BMF"	"CPZ"	4.84734939393939	"Black"	"male"	"fore"
41	"WFE"	"CPZ"	2.81954054545455	"White"	"female"	"eyes"
41	"WFF"	"CPZ"	2.3223703030303	"White"	"female"	"fore"
41	"WME"	"CPZ"	1.51374960606061	"White"	"male"	"eyes"
41	"WMF"	"CPZ"	-0.0570569696969697	"White"	"male"	"fore"
42	"BFE"	"CPZ"	3.01730121212121	"Black"	"female"	"eyes"
42	"BFF"	"CPZ"	1.76890266666667	"Black"	"female"	"fore"
42	"BME"	"CPZ"	7.15300333333333	"Black"	"male"	"eyes"
42	"BMF"	"CPZ"	3.36284090909091	"Black"	"male"	"fore"
42	"WFE"	"CPZ"	6.18606242424242	"White"	"female"	"eyes"
42	"WFF"	"CPZ"	2.28423172727273	"White"	"female"	"fore"
