"Subject"	"Condition"	"Electrode"	"meanAmp_factor"	"Race"	"Gender"	"Fix"	"Task"
11	"GBME"	"CPZ"	2.18760181818182	"Black"	"male"	"eyes"	"Gender"
11	"GBMF"	"CPZ"	-0.30393503030303	"Black"	"male"	"fore"	"Gender"
11	"GWFE"	"CPZ"	0.430529727272727	"White"	"female"	"eyes"	"Gender"
11	"GWFF"	"CPZ"	-1.22083536363636	"White"	"female"	"fore"	"Gender"
11	"GWME"	"CPZ"	1.09754015151515	"White"	"male"	"eyes"	"Gender"
11	"GWMF"	"CPZ"	-0.826486242424242	"White"	"male"	"fore"	"Gender"
11	"RBFE"	"CPZ"	1.12635160606061	"Black"	"female"	"eyes"	"Race"
11	"RBFF"	"CPZ"	-2.98787454545455	"Black"	"female"	"fore"	"Race"
11	"RBME"	"CPZ"	1.1563003030303	"Black"	"male"	"eyes"	"Race"
11	"RBMF"	"CPZ"	-0.810149909090909	"Black"	"male"	"fore"	"Race"
11	"RWFE"	"CPZ"	1.42976018181818	"White"	"female"	"eyes"	"Race"
11	"RWFF"	"CPZ"	0.151543757575758	"White"	"female"	"fore"	"Race"
11	"RWME"	"CPZ"	0.777992	"White"	"male"	"eyes"	"Race"
11	"RWMF"	"CPZ"	1.13056866666667	"White"	"male"	"fore"	"Race"
12	"GBFE"	"CPZ"	2.83513515151515	"Black"	"female"	"eyes"	"Gender"
12	"GBFF"	"CPZ"	1.19037527272727	"Black"	"female"	"fore"	"Gender"
12	"GBME"	"CPZ"	4.48528060606061	"Black"	"male"	"eyes"	"Gender"
12	"GBMF"	"CPZ"	2.06998939393939	"Black"	"male"	"fore"	"Gender"
12	"GWFE"	"CPZ"	4.7754103030303	"White"	"female"	"eyes"	"Gender"
12	"GWFF"	"CPZ"	3.36446878787879	"White"	"female"	"fore"	"Gender"
12	"GWME"	"CPZ"	5.0776496969697	"White"	"male"	"eyes"	"Gender"
12	"GWMF"	"CPZ"	3.95448242424242	"White"	"male"	"fore"	"Gender"
12	"RBFE"	"CPZ"	5.74161757575758	"Black"	"female"	"eyes"	"Race"
12	"RBFF"	"CPZ"	4.40108	"Black"	"female"	"fore"	"Race"
12	"RBME"	"CPZ"	6.75221333333333	"Black"	"male"	"eyes"	"Race"
12	"RBMF"	"CPZ"	1.80942484848485	"Black"	"male"	"fore"	"Race"
12	"RWFE"	"CPZ"	4.49346909090909	"White"	"female"	"eyes"	"Race"
12	"RWFF"	"CPZ"	2.96494303030303	"White"	"female"	"fore"	"Race"
12	"RWME"	"CPZ"	4.51238696969697	"White"	"male"	"eyes"	"Race"
12	"RWMF"	"CPZ"	3.53266272727273	"White"	"male"	"fore"	"Race"
13	"GBFE"	"CPZ"	4.21285636363636	"Black"	"female"	"eyes"	"Gender"
13	"GBFF"	"CPZ"	6.34631393939394	"Black"	"female"	"fore"	"Gender"
13	"GBME"	"CPZ"	4.01638272727273	"Black"	"male"	"eyes"	"Gender"
13	"GBMF"	"CPZ"	5.77058060606061	"Black"	"male"	"fore"	"Gender"
13	"GWFE"	"CPZ"	2.93691787878788	"White"	"female"	"eyes"	"Gender"
13	"GWFF"	"CPZ"	4.05131575757576	"White"	"female"	"fore"	"Gender"
13	"GWME"	"CPZ"	3.79092696969697	"White"	"male"	"eyes"	"Gender"
13	"GWMF"	"CPZ"	2.80203393939394	"White"	"male"	"fore"	"Gender"
13	"RBFE"	"CPZ"	6.11996636363636	"Black"	"female"	"eyes"	"Race"
13	"RBFF"	"CPZ"	5.38804878787879	"Black"	"female"	"fore"	"Race"
13	"RBME"	"CPZ"	6.06839212121212	"Black"	"male"	"eyes"	"Race"
13	"RBMF"	"CPZ"	4.31287242424242	"Black"	"male"	"fore"	"Race"
13	"RWFE"	"CPZ"	5.80410424242424	"White"	"female"	"eyes"	"Race"
13	"RWFF"	"CPZ"	5.78683121212121	"White"	"female"	"fore"	"Race"
13	"RWME"	"CPZ"	1.5280103030303	"White"	"male"	"eyes"	"Race"
13	"RWMF"	"CPZ"	6.13019272727273	"White"	"male"	"fore"	"Race"
14	"GBFE"	"CPZ"	3.94800060606061	"Black"	"female"	"eyes"	"Gender"
14	"GBFF"	"CPZ"	2.78837424242424	"Black"	"female"	"fore"	"Gender"
14	"GBME"	"CPZ"	3.49077424242424	"Black"	"male"	"eyes"	"Gender"
14	"GBMF"	"CPZ"	2.22398393939394	"Black"	"male"	"fore"	"Gender"
14	"GWFE"	"CPZ"	2.19703424242424	"White"	"female"	"eyes"	"Gender"
14	"GWFF"	"CPZ"	0.735178545454545	"White"	"female"	"fore"	"Gender"
14	"GWME"	"CPZ"	4.07534575757576	"White"	"male"	"eyes"	"Gender"
14	"GWMF"	"CPZ"	1.72423363636364	"White"	"male"	"fore"	"Gender"
14	"RBFE"	"CPZ"	3.04998454545455	"Black"	"female"	"eyes"	"Race"
14	"RBFF"	"CPZ"	2.77351545454545	"Black"	"female"	"fore"	"Race"
14	"RBME"	"CPZ"	3.57149393939394	"Black"	"male"	"eyes"	"Race"
14	"RBMF"	"CPZ"	1.53057393939394	"Black"	"male"	"fore"	"Race"
14	"RWFE"	"CPZ"	2.29127060606061	"White"	"female"	"eyes"	"Race"
14	"RWFF"	"CPZ"	1.84944303030303	"White"	"female"	"fore"	"Race"
14	"RWME"	"CPZ"	2.73919787878788	"White"	"male"	"eyes"	"Race"
14	"RWMF"	"CPZ"	-0.805678060606061	"White"	"male"	"fore"	"Race"
16	"GBFE"	"CPZ"	-1.58266363636364	"Black"	"female"	"eyes"	"Gender"
16	"GBFF"	"CPZ"	-2.3041603030303	"Black"	"female"	"fore"	"Gender"
16	"GBME"	"CPZ"	1.84706696969697	"Black"	"male"	"eyes"	"Gender"
16	"GBMF"	"CPZ"	-2.75646363636364	"Black"	"male"	"fore"	"Gender"
16	"GWFE"	"CPZ"	-1.22360424242424	"White"	"female"	"eyes"	"Gender"
16	"GWFF"	"CPZ"	-0.905839272727273	"White"	"female"	"fore"	"Gender"
16	"GWME"	"CPZ"	-2.37951848484848	"White"	"male"	"eyes"	"Gender"
16	"GWMF"	"CPZ"	-1.08177139393939	"White"	"male"	"fore"	"Gender"
16	"RBFE"	"CPZ"	-1.85089575757576	"Black"	"female"	"eyes"	"Race"
16	"RBFF"	"CPZ"	-3.27239212121212	"Black"	"female"	"fore"	"Race"
16	"RBME"	"CPZ"	-0.851227878787879	"Black"	"male"	"eyes"	"Race"
16	"RBMF"	"CPZ"	-2.59979727272727	"Black"	"male"	"fore"	"Race"
16	"RWFE"	"CPZ"	-1.94233393939394	"White"	"female"	"eyes"	"Race"
16	"RWFF"	"CPZ"	-3.04323848484849	"White"	"female"	"fore"	"Race"
16	"RWME"	"CPZ"	-1.72212454545455	"White"	"male"	"eyes"	"Race"
16	"RWMF"	"CPZ"	-4.05787787878788	"White"	"male"	"fore"	"Race"
17	"GBFE"	"CPZ"	7.11751818181818	"Black"	"female"	"eyes"	"Gender"
17	"GBFF"	"CPZ"	2.87320424242424	"Black"	"female"	"fore"	"Gender"
17	"GBME"	"CPZ"	3.35405303030303	"Black"	"male"	"eyes"	"Gender"
17	"GBMF"	"CPZ"	0.18914203030303	"Black"	"male"	"fore"	"Gender"
17	"GWFE"	"CPZ"	1.47252757575758	"White"	"female"	"eyes"	"Gender"
17	"GWFF"	"CPZ"	3.92647060606061	"White"	"female"	"fore"	"Gender"
17	"GWME"	"CPZ"	5.07000727272727	"White"	"male"	"eyes"	"Gender"
17	"GWMF"	"CPZ"	3.51988484848485	"White"	"male"	"fore"	"Gender"
17	"RBFE"	"CPZ"	7.32715484848485	"Black"	"female"	"eyes"	"Race"
17	"RBFF"	"CPZ"	1.34317066666667	"Black"	"female"	"fore"	"Race"
17	"RBME"	"CPZ"	3.12502666666667	"Black"	"male"	"eyes"	"Race"
17	"RBMF"	"CPZ"	0.506430666666667	"Black"	"male"	"fore"	"Race"
17	"RWFE"	"CPZ"	4.53930303030303	"White"	"female"	"eyes"	"Race"
17	"RWFF"	"CPZ"	3.05823151515152	"White"	"female"	"fore"	"Race"
17	"RWME"	"CPZ"	2.27619484848485	"White"	"male"	"eyes"	"Race"
17	"RWMF"	"CPZ"	3.28162454545455	"White"	"male"	"fore"	"Race"
20	"GBFE"	"CPZ"	6.59605	"Black"	"female"	"eyes"	"Gender"
20	"GBFF"	"CPZ"	3.37331757575758	"Black"	"female"	"fore"	"Gender"
20	"GBME"	"CPZ"	4.81836333333333	"Black"	"male"	"eyes"	"Gender"
20	"GBMF"	"CPZ"	3.98495181818182	"Black"	"male"	"fore"	"Gender"
20	"GWFE"	"CPZ"	5.62049727272727	"White"	"female"	"eyes"	"Gender"
20	"GWFF"	"CPZ"	2.83023606060606	"White"	"female"	"fore"	"Gender"
20	"GWME"	"CPZ"	5.43831454545455	"White"	"male"	"eyes"	"Gender"
20	"GWMF"	"CPZ"	4.11772121212121	"White"	"male"	"fore"	"Gender"
20	"RBFE"	"CPZ"	6.37547787878788	"Black"	"female"	"eyes"	"Race"
20	"RBFF"	"CPZ"	2.70894515151515	"Black"	"female"	"fore"	"Race"
20	"RBME"	"CPZ"	7.09392303030303	"Black"	"male"	"eyes"	"Race"
20	"RBMF"	"CPZ"	3.90048848484848	"Black"	"male"	"fore"	"Race"
20	"RWFE"	"CPZ"	5.41103242424242	"White"	"female"	"eyes"	"Race"
20	"RWFF"	"CPZ"	3.01832090909091	"White"	"female"	"fore"	"Race"
20	"RWME"	"CPZ"	4.00294212121212	"White"	"male"	"eyes"	"Race"
20	"RWMF"	"CPZ"	5.1061396969697	"White"	"male"	"fore"	"Race"
21	"GBFE"	"CPZ"	-0.0466692303030303	"Black"	"female"	"eyes"	"Gender"
21	"GBFF"	"CPZ"	0.0220982151515152	"Black"	"female"	"fore"	"Gender"
21	"GBME"	"CPZ"	1.44963090909091	"Black"	"male"	"eyes"	"Gender"
21	"GBMF"	"CPZ"	1.10265184848485	"Black"	"male"	"fore"	"Gender"
21	"GWFE"	"CPZ"	0.187295818181818	"White"	"female"	"eyes"	"Gender"
21	"GWFF"	"CPZ"	2.66003575757576	"White"	"female"	"fore"	"Gender"
21	"GWME"	"CPZ"	1.11519075757576	"White"	"male"	"eyes"	"Gender"
21	"GWMF"	"CPZ"	-0.573268545454545	"White"	"male"	"fore"	"Gender"
21	"RBFE"	"CPZ"	0.91224703030303	"Black"	"female"	"eyes"	"Race"
21	"RBFF"	"CPZ"	-0.0340317848484848	"Black"	"female"	"fore"	"Race"
21	"RBME"	"CPZ"	1.69594848484848	"Black"	"male"	"eyes"	"Race"
21	"RBMF"	"CPZ"	1.06112354545455	"Black"	"male"	"fore"	"Race"
21	"RWFE"	"CPZ"	0.732869151515152	"White"	"female"	"eyes"	"Race"
21	"RWFF"	"CPZ"	0.821567666666667	"White"	"female"	"fore"	"Race"
21	"RWME"	"CPZ"	1.13935633333333	"White"	"male"	"eyes"	"Race"
21	"RWMF"	"CPZ"	2.15123606060606	"White"	"male"	"fore"	"Race"
22	"GBFE"	"CPZ"	2.85938484848485	"Black"	"female"	"eyes"	"Gender"
22	"GBFF"	"CPZ"	1.88991151515152	"Black"	"female"	"fore"	"Gender"
22	"GBME"	"CPZ"	4.7112503030303	"Black"	"male"	"eyes"	"Gender"
22	"GBMF"	"CPZ"	1.20955	"Black"	"male"	"fore"	"Gender"
22	"GWFE"	"CPZ"	3.62332121212121	"White"	"female"	"eyes"	"Gender"
22	"GWFF"	"CPZ"	3.04329818181818	"White"	"female"	"fore"	"Gender"
22	"GWME"	"CPZ"	2.93055181818182	"White"	"male"	"eyes"	"Gender"
22	"GWMF"	"CPZ"	2.26142696969697	"White"	"male"	"fore"	"Gender"
22	"RBFE"	"CPZ"	2.50586787878788	"Black"	"female"	"eyes"	"Race"
22	"RBFF"	"CPZ"	1.90682909090909	"Black"	"female"	"fore"	"Race"
22	"RBME"	"CPZ"	4.44208181818182	"Black"	"male"	"eyes"	"Race"
22	"RBMF"	"CPZ"	1.73174636363636	"Black"	"male"	"fore"	"Race"
22	"RWFE"	"CPZ"	3.43489666666667	"White"	"female"	"eyes"	"Race"
22	"RWFF"	"CPZ"	3.80550818181818	"White"	"female"	"fore"	"Race"
22	"RWME"	"CPZ"	4.28660363636364	"White"	"male"	"eyes"	"Race"
22	"RWMF"	"CPZ"	2.60131545454545	"White"	"male"	"fore"	"Race"
23	"GBFE"	"CPZ"	1.63083515151515	"Black"	"female"	"eyes"	"Gender"
23	"GBFF"	"CPZ"	1.67250484848485	"Black"	"female"	"fore"	"Gender"
23	"GBME"	"CPZ"	0.804432393939394	"Black"	"male"	"eyes"	"Gender"
23	"GBMF"	"CPZ"	2.05952818181818	"Black"	"male"	"fore"	"Gender"
23	"GWFE"	"CPZ"	1.45199090909091	"White"	"female"	"eyes"	"Gender"
23	"GWFF"	"CPZ"	3.09022090909091	"White"	"female"	"fore"	"Gender"
23	"GWME"	"CPZ"	2.79153909090909	"White"	"male"	"eyes"	"Gender"
23	"GWMF"	"CPZ"	1.53760727272727	"White"	"male"	"fore"	"Gender"
23	"RBFE"	"CPZ"	2.42101787878788	"Black"	"female"	"eyes"	"Race"
23	"RBFF"	"CPZ"	2.79918181818182	"Black"	"female"	"fore"	"Race"
23	"RBME"	"CPZ"	2.10148787878788	"Black"	"male"	"eyes"	"Race"
23	"RBMF"	"CPZ"	1.86939515151515	"Black"	"male"	"fore"	"Race"
23	"RWFE"	"CPZ"	3.40642545454545	"White"	"female"	"eyes"	"Race"
23	"RWFF"	"CPZ"	3.46905454545455	"White"	"female"	"fore"	"Race"
23	"RWME"	"CPZ"	2.59743545454545	"White"	"male"	"eyes"	"Race"
23	"RWMF"	"CPZ"	3.43716242424242	"White"	"male"	"fore"	"Race"
24	"GBFE"	"CPZ"	2.59805878787879	"Black"	"female"	"eyes"	"Gender"
24	"GBFF"	"CPZ"	-0.814594454545455	"Black"	"female"	"fore"	"Gender"
24	"GBME"	"CPZ"	2.07743696969697	"Black"	"male"	"eyes"	"Gender"
24	"GBMF"	"CPZ"	2.29838636363636	"Black"	"male"	"fore"	"Gender"
24	"GWFE"	"CPZ"	4.49885636363636	"White"	"female"	"eyes"	"Gender"
24	"GWFF"	"CPZ"	0.924652333333333	"White"	"female"	"fore"	"Gender"
24	"GWME"	"CPZ"	1.50433696969697	"White"	"male"	"eyes"	"Gender"
24	"GWMF"	"CPZ"	1.50893818181818	"White"	"male"	"fore"	"Gender"
24	"RBFE"	"CPZ"	1.23829645454545	"Black"	"female"	"eyes"	"Race"
24	"RBFF"	"CPZ"	0.599530484848485	"Black"	"female"	"fore"	"Race"
24	"RBME"	"CPZ"	3.10076484848485	"Black"	"male"	"eyes"	"Race"
24	"RBMF"	"CPZ"	1.55165848484848	"Black"	"male"	"fore"	"Race"
24	"RWFE"	"CPZ"	1.90717606060606	"White"	"female"	"eyes"	"Race"
24	"RWFF"	"CPZ"	0.681032393939394	"White"	"female"	"fore"	"Race"
24	"RWME"	"CPZ"	2.72357090909091	"White"	"male"	"eyes"	"Race"
24	"RWMF"	"CPZ"	0.594020303030303	"White"	"male"	"fore"	"Race"
25	"GBFE"	"CPZ"	0.231913484848485	"Black"	"female"	"eyes"	"Gender"
25	"GBFF"	"CPZ"	0.17123903030303	"Black"	"female"	"fore"	"Gender"
25	"GBME"	"CPZ"	0.658241363636364	"Black"	"male"	"eyes"	"Gender"
25	"GBMF"	"CPZ"	-0.294195818181818	"Black"	"male"	"fore"	"Gender"
25	"GWFE"	"CPZ"	0.858332272727273	"White"	"female"	"eyes"	"Gender"
25	"GWFF"	"CPZ"	-0.469078636363636	"White"	"female"	"fore"	"Gender"
25	"GWME"	"CPZ"	0.146326515151515	"White"	"male"	"eyes"	"Gender"
25	"GWMF"	"CPZ"	0.692187181818182	"White"	"male"	"fore"	"Gender"
25	"RBFE"	"CPZ"	-0.958089303030303	"Black"	"female"	"eyes"	"Race"
25	"RBFF"	"CPZ"	-1.161934	"Black"	"female"	"fore"	"Race"
25	"RBME"	"CPZ"	2.38936060606061	"Black"	"male"	"eyes"	"Race"
25	"RBMF"	"CPZ"	-0.0106278221212121	"Black"	"male"	"fore"	"Race"
25	"RWFE"	"CPZ"	0.881593212121212	"White"	"female"	"eyes"	"Race"
25	"RWFF"	"CPZ"	1.06923187878788	"White"	"female"	"fore"	"Race"
25	"RWME"	"CPZ"	0.774481575757576	"White"	"male"	"eyes"	"Race"
25	"RWMF"	"CPZ"	1.243509	"White"	"male"	"fore"	"Race"
