"Subject"	"Condition"	"Electrode"	"meanAmp_factor"	"Race"	"Gender"	"Fix"	"Task"
7	"GBME"	"CZ"	-1.74980123255814	"Black"	"male"	"eyes"	"Gender"
7	"GBMF"	"CZ"	-1.0099498372093	"Black"	"male"	"fore"	"Gender"
7	"GWFE"	"CZ"	-0.816093023255814	"White"	"female"	"eyes"	"Gender"
7	"GWFF"	"CZ"	-2.27999209302326	"White"	"female"	"fore"	"Gender"
7	"GWME"	"CZ"	0.350945534883721	"White"	"male"	"eyes"	"Gender"
7	"GWMF"	"CZ"	-2.98257372093023	"White"	"male"	"fore"	"Gender"
7	"RBFE"	"CZ"	-1.24304448837209	"Black"	"female"	"eyes"	"Race"
7	"RBFF"	"CZ"	-2.68881953488372	"Black"	"female"	"fore"	"Race"
7	"RBME"	"CZ"	-3.67981697674419	"Black"	"male"	"eyes"	"Race"
7	"RBMF"	"CZ"	-0.248612976744186	"Black"	"male"	"fore"	"Race"
7	"RWFE"	"CZ"	-1.0755838372093	"White"	"female"	"eyes"	"Race"
7	"RWFF"	"CZ"	-0.321903906976744	"White"	"female"	"fore"	"Race"
7	"RWME"	"CZ"	-0.964589651162791	"White"	"male"	"eyes"	"Race"
7	"RWMF"	"CZ"	-2.17103255813953	"White"	"male"	"fore"	"Race"
8	"GBFE"	"CZ"	1.30237846511628	"Black"	"female"	"eyes"	"Gender"
8	"GBFF"	"CZ"	1.39774644186047	"Black"	"female"	"fore"	"Gender"
8	"GBME"	"CZ"	1.25624739534884	"Black"	"male"	"eyes"	"Gender"
8	"GBMF"	"CZ"	1.14484981395349	"Black"	"male"	"fore"	"Gender"
8	"GWFE"	"CZ"	1.03303830232558	"White"	"female"	"eyes"	"Gender"
8	"GWFF"	"CZ"	0.41083476744186	"White"	"female"	"fore"	"Gender"
8	"GWME"	"CZ"	0.305459790697674	"White"	"male"	"eyes"	"Gender"
8	"GWMF"	"CZ"	1.25361079069767	"White"	"male"	"fore"	"Gender"
8	"RBFE"	"CZ"	1.44474379069767	"Black"	"female"	"eyes"	"Race"
8	"RBFF"	"CZ"	0.0548952093023256	"Black"	"female"	"fore"	"Race"
8	"RBME"	"CZ"	-0.266512790697674	"Black"	"male"	"eyes"	"Race"
8	"RBMF"	"CZ"	-0.118612160465116	"Black"	"male"	"fore"	"Race"
8	"RWFE"	"CZ"	1.06167825581395	"White"	"female"	"eyes"	"Race"
8	"RWFF"	"CZ"	-0.407895023255814	"White"	"female"	"fore"	"Race"
8	"RWME"	"CZ"	0.889670418604651	"White"	"male"	"eyes"	"Race"
8	"RWMF"	"CZ"	0.403722372093023	"White"	"male"	"fore"	"Race"
9	"GBFE"	"CZ"	6.67874209302326	"Black"	"female"	"eyes"	"Gender"
9	"GBFF"	"CZ"	5.29717930232558	"Black"	"female"	"fore"	"Gender"
9	"GBME"	"CZ"	2.61969209302326	"Black"	"male"	"eyes"	"Gender"
9	"GBMF"	"CZ"	2.26268930232558	"Black"	"male"	"fore"	"Gender"
9	"GWFE"	"CZ"	6.5339388372093	"White"	"female"	"eyes"	"Gender"
9	"GWFF"	"CZ"	4.79369046511628	"White"	"female"	"fore"	"Gender"
9	"GWME"	"CZ"	4.79908511627907	"White"	"male"	"eyes"	"Gender"
9	"GWMF"	"CZ"	4.10531813953488	"White"	"male"	"fore"	"Gender"
9	"RBFE"	"CZ"	6.48181488372093	"Black"	"female"	"eyes"	"Race"
9	"RBFF"	"CZ"	6.74060790697674	"Black"	"female"	"fore"	"Race"
9	"RBME"	"CZ"	4.78654534883721	"Black"	"male"	"eyes"	"Race"
9	"RBMF"	"CZ"	5.00882302325581	"Black"	"male"	"fore"	"Race"
9	"RWFE"	"CZ"	6.99697744186046	"White"	"female"	"eyes"	"Race"
9	"RWFF"	"CZ"	2.41992139534884	"White"	"female"	"fore"	"Race"
9	"RWME"	"CZ"	5.16066465116279	"White"	"male"	"eyes"	"Race"
9	"RWMF"	"CZ"	4.45873627906977	"White"	"male"	"fore"	"Race"
10	"GBFE"	"CZ"	0.374531348837209	"Black"	"female"	"eyes"	"Gender"
10	"GBFF"	"CZ"	1.78118076744186	"Black"	"female"	"fore"	"Gender"
10	"GBME"	"CZ"	0.0136113786046512	"Black"	"male"	"eyes"	"Gender"
10	"GBMF"	"CZ"	0.108790106976744	"Black"	"male"	"fore"	"Gender"
10	"GWFE"	"CZ"	0.372880395348837	"White"	"female"	"eyes"	"Gender"
10	"GWFF"	"CZ"	0.912914837209302	"White"	"female"	"fore"	"Gender"
10	"GWME"	"CZ"	0.792959162790698	"White"	"male"	"eyes"	"Gender"
10	"GWMF"	"CZ"	1.50492881395349	"White"	"male"	"fore"	"Gender"
10	"RBFE"	"CZ"	1.21916355813953	"Black"	"female"	"eyes"	"Race"
10	"RBFF"	"CZ"	3.11512790697674	"Black"	"female"	"fore"	"Race"
10	"RBME"	"CZ"	1.49343797674419	"Black"	"male"	"eyes"	"Race"
10	"RBMF"	"CZ"	1.58272809302326	"Black"	"male"	"fore"	"Race"
10	"RWFE"	"CZ"	1.64538637209302	"White"	"female"	"eyes"	"Race"
10	"RWFF"	"CZ"	-0.801378395348837	"White"	"female"	"fore"	"Race"
10	"RWME"	"CZ"	0.762332976744186	"White"	"male"	"eyes"	"Race"
10	"RWMF"	"CZ"	1.40596320930233	"White"	"male"	"fore"	"Race"
11	"GBFE"	"CZ"	1.94442725581395	"Black"	"female"	"eyes"	"Gender"
11	"GBFF"	"CZ"	0.610199604651163	"Black"	"female"	"fore"	"Gender"
11	"GBME"	"CZ"	0.905301697674419	"Black"	"male"	"eyes"	"Gender"
11	"GBMF"	"CZ"	-0.288244790697674	"Black"	"male"	"fore"	"Gender"
11	"GWFE"	"CZ"	0.904405093023256	"White"	"female"	"eyes"	"Gender"
11	"GWFF"	"CZ"	0.390839209302326	"White"	"female"	"fore"	"Gender"
11	"GWME"	"CZ"	0.0538772976744186	"White"	"male"	"eyes"	"Gender"
11	"GWMF"	"CZ"	-0.980665093023256	"White"	"male"	"fore"	"Gender"
11	"RBFE"	"CZ"	0.679584093023256	"Black"	"female"	"eyes"	"Race"
11	"RBFF"	"CZ"	0.111846848837209	"Black"	"female"	"fore"	"Race"
11	"RBME"	"CZ"	0.432669558139535	"Black"	"male"	"eyes"	"Race"
11	"RBMF"	"CZ"	2.01358353488372	"Black"	"male"	"fore"	"Race"
11	"RWFE"	"CZ"	0.181510176744186	"White"	"female"	"eyes"	"Race"
11	"RWFF"	"CZ"	-0.258971790697674	"White"	"female"	"fore"	"Race"
11	"RWME"	"CZ"	0.0919873232558139	"White"	"male"	"eyes"	"Race"
11	"RWMF"	"CZ"	0.410179441860465	"White"	"male"	"fore"	"Race"
12	"GBFE"	"CZ"	8.59890860465116	"Black"	"female"	"eyes"	"Gender"
12	"GBFF"	"CZ"	6.81852395348837	"Black"	"female"	"fore"	"Gender"
12	"GBME"	"CZ"	6.20982	"Black"	"male"	"eyes"	"Gender"
12	"GBMF"	"CZ"	8.12168069767442	"Black"	"male"	"fore"	"Gender"
12	"GWFE"	"CZ"	4.60688	"White"	"female"	"eyes"	"Gender"
12	"GWFF"	"CZ"	10.4621604651163	"White"	"female"	"fore"	"Gender"
12	"GWME"	"CZ"	6.37524511627907	"White"	"male"	"eyes"	"Gender"
12	"GWMF"	"CZ"	4.77235534883721	"White"	"male"	"fore"	"Gender"
12	"RBFE"	"CZ"	4.92875325581395	"Black"	"female"	"eyes"	"Race"
12	"RBFF"	"CZ"	7.61078930232558	"Black"	"female"	"fore"	"Race"
12	"RBME"	"CZ"	7.31738023255814	"Black"	"male"	"eyes"	"Race"
12	"RBMF"	"CZ"	5.51913255813953	"Black"	"male"	"fore"	"Race"
12	"RWFE"	"CZ"	3.27025488372093	"White"	"female"	"eyes"	"Race"
12	"RWFF"	"CZ"	5.31504302325581	"White"	"female"	"fore"	"Race"
12	"RWME"	"CZ"	6.17384441860465	"White"	"male"	"eyes"	"Race"
12	"RWMF"	"CZ"	4.10075790697674	"White"	"male"	"fore"	"Race"
13	"GBFE"	"CZ"	1.28987048837209	"Black"	"female"	"eyes"	"Gender"
13	"GBFF"	"CZ"	1.42060730232558	"Black"	"female"	"fore"	"Gender"
13	"GBME"	"CZ"	-0.12179758372093	"Black"	"male"	"eyes"	"Gender"
13	"GBMF"	"CZ"	0.588586906976744	"Black"	"male"	"fore"	"Gender"
13	"GWFE"	"CZ"	0.235606744186047	"White"	"female"	"eyes"	"Gender"
13	"GWFF"	"CZ"	-1.18677879069767	"White"	"female"	"fore"	"Gender"
13	"GWME"	"CZ"	0.869190395348837	"White"	"male"	"eyes"	"Gender"
13	"GWMF"	"CZ"	1.69429427906977	"White"	"male"	"fore"	"Gender"
13	"RBFE"	"CZ"	4.27106488372093	"Black"	"female"	"eyes"	"Race"
13	"RBFF"	"CZ"	3.84872186046512	"Black"	"female"	"fore"	"Race"
13	"RBME"	"CZ"	1.8942663255814	"Black"	"male"	"eyes"	"Race"
13	"RBMF"	"CZ"	4.11397906976744	"Black"	"male"	"fore"	"Race"
13	"RWFE"	"CZ"	-4.11676255813954	"White"	"female"	"eyes"	"Race"
13	"RWFF"	"CZ"	0.529737023255814	"White"	"female"	"fore"	"Race"
13	"RWME"	"CZ"	1.50116923255814	"White"	"male"	"eyes"	"Race"
13	"RWMF"	"CZ"	1.69277674418605	"White"	"male"	"fore"	"Race"
14	"GBFE"	"CZ"	4.04973953488372	"Black"	"female"	"eyes"	"Gender"
14	"GBFF"	"CZ"	4.00140744186047	"Black"	"female"	"fore"	"Gender"
14	"GBME"	"CZ"	1.7324803255814	"Black"	"male"	"eyes"	"Gender"
14	"GBMF"	"CZ"	3.66005651162791	"Black"	"male"	"fore"	"Gender"
14	"GWFE"	"CZ"	1.09875376744186	"White"	"female"	"eyes"	"Gender"
14	"GWFF"	"CZ"	1.61368413953488	"White"	"female"	"fore"	"Gender"
14	"GWME"	"CZ"	3.10806813953488	"White"	"male"	"eyes"	"Gender"
14	"GWMF"	"CZ"	1.09206748837209	"White"	"male"	"fore"	"Gender"
14	"RBFE"	"CZ"	5.34715465116279	"Black"	"female"	"eyes"	"Race"
14	"RBFF"	"CZ"	4.53797697674419	"Black"	"female"	"fore"	"Race"
14	"RBME"	"CZ"	5.00546	"Black"	"male"	"eyes"	"Race"
14	"RBMF"	"CZ"	4.92785651162791	"Black"	"male"	"fore"	"Race"
14	"RWFE"	"CZ"	3.25523395348837	"White"	"female"	"eyes"	"Race"
14	"RWFF"	"CZ"	4.75767069767442	"White"	"female"	"fore"	"Race"
14	"RWME"	"CZ"	4.64504023255814	"White"	"male"	"eyes"	"Race"
14	"RWMF"	"CZ"	4.16402558139535	"White"	"male"	"fore"	"Race"
16	"GBFE"	"CZ"	1.66756134883721	"Black"	"female"	"eyes"	"Gender"
16	"GBFF"	"CZ"	1.82428165116279	"Black"	"female"	"fore"	"Gender"
16	"GBME"	"CZ"	2.98860976744186	"Black"	"male"	"eyes"	"Gender"
16	"GBMF"	"CZ"	2.76037976744186	"Black"	"male"	"fore"	"Gender"
16	"GWFE"	"CZ"	1.1528028372093	"White"	"female"	"eyes"	"Gender"
16	"GWFF"	"CZ"	1.62309520930233	"White"	"female"	"fore"	"Gender"
16	"GWME"	"CZ"	2.38133511627907	"White"	"male"	"eyes"	"Gender"
16	"GWMF"	"CZ"	1.28490744186047	"White"	"male"	"fore"	"Gender"
16	"RBFE"	"CZ"	2.71877837209302	"Black"	"female"	"eyes"	"Race"
16	"RBFF"	"CZ"	2.86679627906977	"Black"	"female"	"fore"	"Race"
16	"RBME"	"CZ"	2.07631558139535	"Black"	"male"	"eyes"	"Race"
16	"RBMF"	"CZ"	1.00866593023256	"Black"	"male"	"fore"	"Race"
16	"RWFE"	"CZ"	1.03809372093023	"White"	"female"	"eyes"	"Race"
16	"RWFF"	"CZ"	0.465444348837209	"White"	"female"	"fore"	"Race"
16	"RWME"	"CZ"	-0.733117674418605	"White"	"male"	"eyes"	"Race"
16	"RWMF"	"CZ"	-1.92850860465116	"White"	"male"	"fore"	"Race"
17	"GBFE"	"CZ"	0.550096139534884	"Black"	"female"	"eyes"	"Gender"
17	"GBFF"	"CZ"	-1.85166434883721	"Black"	"female"	"fore"	"Gender"
17	"GBME"	"CZ"	-2.94552674418605	"Black"	"male"	"eyes"	"Gender"
17	"GBMF"	"CZ"	-1.31328362790698	"Black"	"male"	"fore"	"Gender"
17	"GWFE"	"CZ"	-1.92311927906977	"White"	"female"	"eyes"	"Gender"
17	"GWFF"	"CZ"	1.96229527906977	"White"	"female"	"fore"	"Gender"
17	"GWME"	"CZ"	-1.92107953488372	"White"	"male"	"eyes"	"Gender"
17	"GWMF"	"CZ"	0.154305386046512	"White"	"male"	"fore"	"Gender"
17	"RBFE"	"CZ"	-0.696369720930233	"Black"	"female"	"eyes"	"Race"
17	"RBFF"	"CZ"	-2.52764325581395	"Black"	"female"	"fore"	"Race"
17	"RBME"	"CZ"	-3.89117325581395	"Black"	"male"	"eyes"	"Race"
17	"RBMF"	"CZ"	-0.988815813953488	"Black"	"male"	"fore"	"Race"
17	"RWFE"	"CZ"	-2.06253893023256	"White"	"female"	"eyes"	"Race"
17	"RWFF"	"CZ"	-2.09591418604651	"White"	"female"	"fore"	"Race"
17	"RWME"	"CZ"	-3.7224511627907	"White"	"male"	"eyes"	"Race"
17	"RWMF"	"CZ"	-1.34412086046512	"White"	"male"	"fore"	"Race"
20	"GBFE"	"CZ"	2.88524441860465	"Black"	"female"	"eyes"	"Gender"
20	"GBFF"	"CZ"	1.3011471627907	"Black"	"female"	"fore"	"Gender"
20	"GBME"	"CZ"	0.917831139534884	"Black"	"male"	"eyes"	"Gender"
20	"GBMF"	"CZ"	2.71283976744186	"Black"	"male"	"fore"	"Gender"
20	"GWFE"	"CZ"	1.55218555813953	"White"	"female"	"eyes"	"Gender"
20	"GWFF"	"CZ"	0.644347581395349	"White"	"female"	"fore"	"Gender"
20	"GWME"	"CZ"	1.10629162790698	"White"	"male"	"eyes"	"Gender"
20	"GWMF"	"CZ"	0.287542813953488	"White"	"male"	"fore"	"Gender"
20	"RBFE"	"CZ"	3.82902395348837	"Black"	"female"	"eyes"	"Race"
20	"RBFF"	"CZ"	2.62112093023256	"Black"	"female"	"fore"	"Race"
20	"RBME"	"CZ"	2.18359023255814	"Black"	"male"	"eyes"	"Race"
20	"RBMF"	"CZ"	2.09376023255814	"Black"	"male"	"fore"	"Race"
20	"RWFE"	"CZ"	0.604462744186047	"White"	"female"	"eyes"	"Race"
20	"RWFF"	"CZ"	0.491124534883721	"White"	"female"	"fore"	"Race"
20	"RWME"	"CZ"	1.48641841860465	"White"	"male"	"eyes"	"Race"
20	"RWMF"	"CZ"	1.29782162790698	"White"	"male"	"fore"	"Race"
21	"GBFE"	"CZ"	3.8119311627907	"Black"	"female"	"eyes"	"Gender"
21	"GBFF"	"CZ"	4.46926279069767	"Black"	"female"	"fore"	"Gender"
21	"GBME"	"CZ"	4.17398534883721	"Black"	"male"	"eyes"	"Gender"
21	"GBMF"	"CZ"	3.08034837209302	"Black"	"male"	"fore"	"Gender"
21	"GWFE"	"CZ"	2.48812139534884	"White"	"female"	"eyes"	"Gender"
21	"GWFF"	"CZ"	4.54222	"White"	"female"	"fore"	"Gender"
21	"GWME"	"CZ"	4.43120465116279	"White"	"male"	"eyes"	"Gender"
21	"GWMF"	"CZ"	3.15799511627907	"White"	"male"	"fore"	"Gender"
21	"RBFE"	"CZ"	4.74444302325581	"Black"	"female"	"eyes"	"Race"
21	"RBFF"	"CZ"	2.91316046511628	"Black"	"female"	"fore"	"Race"
21	"RBME"	"CZ"	4.39306581395349	"Black"	"male"	"eyes"	"Race"
21	"RBMF"	"CZ"	1.94410479069767	"Black"	"male"	"fore"	"Race"
21	"RWFE"	"CZ"	3.4007388372093	"White"	"female"	"eyes"	"Race"
21	"RWFF"	"CZ"	3.57616093023256	"White"	"female"	"fore"	"Race"
21	"RWME"	"CZ"	2.67359348837209	"White"	"male"	"eyes"	"Race"
21	"RWMF"	"CZ"	4.39276348837209	"White"	"male"	"fore"	"Race"
22	"GBFE"	"CZ"	2.55515534883721	"Black"	"female"	"eyes"	"Gender"
22	"GBFF"	"CZ"	1.17787241860465	"Black"	"female"	"fore"	"Gender"
22	"GBME"	"CZ"	1.61813637209302	"Black"	"male"	"eyes"	"Gender"
22	"GBMF"	"CZ"	0.877135186046512	"Black"	"male"	"fore"	"Gender"
22	"GWFE"	"CZ"	1.26177251162791	"White"	"female"	"eyes"	"Gender"
22	"GWFF"	"CZ"	0.140779525581395	"White"	"female"	"fore"	"Gender"
22	"GWME"	"CZ"	1.21880858139535	"White"	"male"	"eyes"	"Gender"
22	"GWMF"	"CZ"	0.676314953488372	"White"	"male"	"fore"	"Gender"
22	"RBFE"	"CZ"	3.90101627906977	"Black"	"female"	"eyes"	"Race"
22	"RBFF"	"CZ"	2.50291697674419	"Black"	"female"	"fore"	"Race"
22	"RBME"	"CZ"	1.69366774418605	"Black"	"male"	"eyes"	"Race"
22	"RBMF"	"CZ"	2.0540081627907	"Black"	"male"	"fore"	"Race"
22	"RWFE"	"CZ"	2.62846813953488	"White"	"female"	"eyes"	"Race"
22	"RWFF"	"CZ"	2.77683813953488	"White"	"female"	"fore"	"Race"
22	"RWME"	"CZ"	2.67858418604651	"White"	"male"	"eyes"	"Race"
22	"RWMF"	"CZ"	1.36518955813953	"White"	"male"	"fore"	"Race"
23	"GBFE"	"CZ"	-0.228215651162791	"Black"	"female"	"eyes"	"Gender"
23	"GBFF"	"CZ"	-0.473646325581395	"Black"	"female"	"fore"	"Gender"
23	"GBME"	"CZ"	-1.26794476744186	"Black"	"male"	"eyes"	"Gender"
23	"GBMF"	"CZ"	1.73696955813953	"Black"	"male"	"fore"	"Gender"
23	"GWFE"	"CZ"	-0.317020627906977	"White"	"female"	"eyes"	"Gender"
23	"GWFF"	"CZ"	1.5094043255814	"White"	"female"	"fore"	"Gender"
23	"GWME"	"CZ"	-0.0134027411627907	"White"	"male"	"eyes"	"Gender"
23	"GWMF"	"CZ"	-0.354506348837209	"White"	"male"	"fore"	"Gender"
23	"RBFE"	"CZ"	2.77638325581395	"Black"	"female"	"eyes"	"Race"
23	"RBFF"	"CZ"	1.0306936744186	"Black"	"female"	"fore"	"Race"
23	"RBME"	"CZ"	1.70104327906977	"Black"	"male"	"eyes"	"Race"
23	"RBMF"	"CZ"	1.76734213953488	"Black"	"male"	"fore"	"Race"
23	"RWFE"	"CZ"	0.809046465116279	"White"	"female"	"eyes"	"Race"
23	"RWFF"	"CZ"	0.63095111627907	"White"	"female"	"fore"	"Race"
23	"RWME"	"CZ"	-0.0620082	"White"	"male"	"eyes"	"Race"
23	"RWMF"	"CZ"	1.90622048837209	"White"	"male"	"fore"	"Race"
24	"GBFE"	"CZ"	1.33683969767442	"Black"	"female"	"eyes"	"Gender"
24	"GBFF"	"CZ"	1.28762404651163	"Black"	"female"	"fore"	"Gender"
24	"GBME"	"CZ"	1.60257488372093	"Black"	"male"	"eyes"	"Gender"
24	"GBMF"	"CZ"	3.17612023255814	"Black"	"male"	"fore"	"Gender"
24	"GWFE"	"CZ"	4.14475511627907	"White"	"female"	"eyes"	"Gender"
24	"GWFF"	"CZ"	1.57382574418605	"White"	"female"	"fore"	"Gender"
24	"GWME"	"CZ"	1.76309969767442	"White"	"male"	"eyes"	"Gender"
24	"GWMF"	"CZ"	0.905629906976744	"White"	"male"	"fore"	"Gender"
24	"RBFE"	"CZ"	3.06064418604651	"Black"	"female"	"eyes"	"Race"
24	"RBFF"	"CZ"	2.0297268372093	"Black"	"female"	"fore"	"Race"
24	"RBME"	"CZ"	2.0007153255814	"Black"	"male"	"eyes"	"Race"
24	"RBMF"	"CZ"	0.504060325581395	"Black"	"male"	"fore"	"Race"
24	"RWFE"	"CZ"	1.6826001627907	"White"	"female"	"eyes"	"Race"
24	"RWFF"	"CZ"	0.895586860465116	"White"	"female"	"fore"	"Race"
24	"RWME"	"CZ"	3.45699930232558	"White"	"male"	"eyes"	"Race"
24	"RWMF"	"CZ"	0.366502255813954	"White"	"male"	"fore"	"Race"
25	"GBFE"	"CZ"	-0.144699844186047	"Black"	"female"	"eyes"	"Gender"
25	"GBFF"	"CZ"	2.34854186046512	"Black"	"female"	"fore"	"Gender"
25	"GBME"	"CZ"	-0.040493611627907	"Black"	"male"	"eyes"	"Gender"
25	"GBMF"	"CZ"	-1.18797581395349	"Black"	"male"	"fore"	"Gender"
25	"GWFE"	"CZ"	-1.88997939534884	"White"	"female"	"eyes"	"Gender"
25	"GWFF"	"CZ"	0.126744011627907	"White"	"female"	"fore"	"Gender"
25	"GWME"	"CZ"	1.33153965116279	"White"	"male"	"eyes"	"Gender"
25	"GWMF"	"CZ"	0.0418343302325581	"White"	"male"	"fore"	"Gender"
25	"RBFE"	"CZ"	0.295567441860465	"Black"	"female"	"eyes"	"Race"
25	"RBFF"	"CZ"	1.39362662790698	"Black"	"female"	"fore"	"Race"
25	"RBME"	"CZ"	4.08017046511628	"Black"	"male"	"eyes"	"Race"
25	"RBMF"	"CZ"	0.718397790697674	"Black"	"male"	"fore"	"Race"
25	"RWFE"	"CZ"	0.692349906976744	"White"	"female"	"eyes"	"Race"
25	"RWFF"	"CZ"	2.07426372093023	"White"	"female"	"fore"	"Race"
25	"RWME"	"CZ"	0.551023209302326	"White"	"male"	"eyes"	"Race"
25	"RWMF"	"CZ"	2.24884465116279	"White"	"male"	"fore"	"Race"
26	"GBFE"	"CZ"	2.54250930232558	"Black"	"female"	"eyes"	"Gender"
26	"GBFF"	"CZ"	3.64942837209302	"Black"	"female"	"fore"	"Gender"
26	"GBME"	"CZ"	2.71667209302326	"Black"	"male"	"eyes"	"Gender"
26	"GBMF"	"CZ"	2.67541418604651	"Black"	"male"	"fore"	"Gender"
26	"GWFE"	"CZ"	-0.244657790697674	"White"	"female"	"eyes"	"Gender"
26	"GWFF"	"CZ"	1.9350231627907	"White"	"female"	"fore"	"Gender"
26	"GWME"	"CZ"	2.86574627906977	"White"	"male"	"eyes"	"Gender"
